,Country/Region,Date,confirmed,deaths
72514,India,2022-05-05,43094938,524002
72515,India,2022-05-06,43098743,524024
72516,India,2022-05-07,43102194,524064
72517,India,2022-05-08,43105401,524093
72518,India,2022-05-09,43107689,524103
72519,India,2022-05-10,43110586,524157
72520,India,2022-05-11,43113413,524181
72521,India,2022-05-12,43116254,524190
72522,India,2022-05-13,43119112,524201
72523,India,2022-05-14,43121599,524214
72524,India,2022-05-15,43123801,524241
72525,India,2022-05-16,43125370,524260
72526,India,2022-05-17,43127199,524293
72527,India,2022-05-18,43129563,524303
72528,India,2022-05-19,43131822,524323
72529,India,2022-05-20,43134145,524348
72530,India,2022-05-21,43136371,524413
72531,India,2022-05-22,43138393,524459
72532,India,2022-05-23,43140068,524490
72533,India,2022-05-24,43142192,524507
72534,India,2022-05-25,43144820,524525
72535,India,2022-05-26,43147530,524539
72536,India,2022-05-27,43150215,524572
72537,India,2022-05-28,43153043,524586
72538,India,2022-05-29,43155749,524611
72539,India,2022-05-30,43158087,524630
72540,India,2022-05-31,43160832,524636
72541,India,2022-06-01,43164544,524641
72542,India,2022-06-02,43168585,524651
72543,India,2022-06-03,43172547,524677
72544,India,2022-06-04,43176817,524692
72545,India,2022-06-05,43181335,524701
72546,India,2022-06-06,43185049,524708
72547,India,2022-06-07,43190282,524715
72548,India,2022-06-08,43197522,524723
72549,India,2022-06-09,43205106,524747
72550,India,2022-06-10,43213435,524757
72551,India,2022-06-11,43222017,524761
72552,India,2022-06-12,43230101,524771
72553,India,2022-06-13,43236695,524777
72554,India,2022-06-14,43245517,524792
72555,India,2022-06-15,43257730,524803
72556,India,2022-06-16,43270577,524817
72557,India,2022-06-17,43283793,524840
72558,India,2022-06-18,43296692,524855
72559,India,2022-06-19,43309473,524873
72560,India,2022-06-20,43319396,524890
72561,India,2022-06-21,43331645,524903
72562,India,2022-06-22,43344958,524941
72563,India,2022-06-23,43362294,524954
72564,India,2022-06-24,43378234,524974
72565,India,2022-06-25,43389973,524999
72566,India,2022-06-26,43407046,525020
72567,India,2022-06-27,43418839,525047
72568,India,2022-06-28,43433345,525077
72569,India,2022-06-29,43452164,525116
72570,India,2022-06-30,43469234,525139
72571,India,2022-07-01,43486326,525168
72572,India,2022-07-02,43502429,525199
72573,India,2022-07-03,43518564,525223
72574,India,2022-07-04,43531650,525242
72575,India,2022-07-05,43547809,525270
